delegation,superficie,chambres,salle_de_bains,etat,etage,gouvernorat_ariana,gouvernorat_ben-arous,gouvernorat_la-manouba,gouvernorat_tunis,prix
12.0,64,1,1,2,7,0.0,1.0,0.0,0.0,230568.0
34.0,114,1,1,11,10,0.0,0.0,0.0,1.0,531919.0
17.0,131,3,1,1,6,0.0,1.0,0.0,0.0,462044.0
18.0,99,3,1,8,10,0.0,1.0,0.0,0.0,350317.0
16.0,248,2,2,11,8,0.0,1.0,0.0,0.0,849917.0
17.0,273,1,2,2,6,0.0,1.0,0.0,0.0,983629.0
21.0,116,1,1,4,8,0.0,0.0,0.0,1.0,572165.0
29.0,125,1,1,1,1,0.0,0.0,0.0,1.0,554718.0
27.0,50,1,1,8,5,0.0,0.0,0.0,1.0,281505.0
29.0,145,2,1,11,5,0.0,0.0,0.0,1.0,678476.0
32.0,161,2,2,2,9,0.0,0.0,0.0,1.0,722970.0
29.0,72,1,1,7,5,0.0,0.0,0.0,1.0,393052.0
7.0,234,2,1,5,7,1.0,0.0,0.0,0.0,770989.0
29.0,81,1,1,3,5,1.0,0.0,0.0,0.0,318122.0
7.0,104,1,1,11,5,1.0,0.0,0.0,0.0,396570.0
8.0,104,1,1,9,7,0.0,1.0,0.0,0.0,385888.0
7.0,212,1,2,3,10,1.0,0.0,0.0,0.0,631621.0
14.0,256,1,1,3,1,0.0,1.0,0.0,0.0,836834.0
10.0,177,1,1,11,6,1.0,0.0,0.0,0.0,573681.0
1.0,65,1,1,9,4,0.0,0.0,1.0,0.0,271993.0
22.0,204,3,2,3,3,1.0,0.0,0.0,0.0,649467.0
10.0,150,2,1,3,10,1.0,0.0,0.0,0.0,570628.0
20.0,197,1,1,3,6,0.0,0.0,0.0,1.0,802705.0
17.0,172,1,2,9,2,0.0,1.0,0.0,0.0,706836.0
10.0,242,1,2,6,6,1.0,0.0,0.0,0.0,839060.0
32.0,162,1,2,11,1,0.0,0.0,0.0,1.0,731795.0
32.0,232,1,2,6,16,0.0,0.0,0.0,1.0,892771.0
7.0,248,3,1,11,3,1.0,0.0,0.0,0.0,758595.0
10.0,60,4,1,4,16,1.0,0.0,0.0,0.0,245934.0
10.0,64,1,1,6,16,1.0,0.0,0.0,0.0,228492.0
29.0,196,1,1,2,3,1.0,0.0,0.0,0.0,771262.0
37.0,209,1,2,4,1,0.0,0.0,0.0,1.0,833851.0
16.0,271,4,2,5,2,0.0,1.0,0.0,0.0,927178.0
10.0,297,3,2,2,5,1.0,0.0,0.0,0.0,1123054.0
17.0,208,1,1,11,5,0.0,1.0,0.0,0.0,720908.0
37.0,262,1,2,4,1,0.0,0.0,0.0,1.0,1051327.0
29.0,76,3,1,8,6,1.0,0.0,0.0,0.0,299020.0
33.0,154,1,2,2,5,0.0,0.0,0.0,1.0,659648.0
10.0,263,1,1,3,8,1.0,0.0,0.0,0.0,877254.0
29.0,88,2,1,3,5,0.0,0.0,0.0,1.0,423194.0
27.0,231,1,1,6,7,0.0,0.0,0.0,1.0,1003057.0
10.0,158,1,2,6,4,1.0,0.0,0.0,0.0,641605.0
7.0,140,1,1,9,8,1.0,0.0,0.0,0.0,580956.0
14.0,286,1,2,11,9,0.0,1.0,0.0,0.0,1078283.0
27.0,278,1,1,3,5,1.0,0.0,0.0,0.0,831710.0
37.0,82,4,1,6,5,0.0,0.0,0.0,1.0,364356.0
36.0,103,1,1,7,1,0.0,0.0,0.0,1.0,410737.0
28.0,61,1,1,10,1,0.0,0.0,0.0,1.0,352414.0
25.0,131,3,1,1,2,0.0,0.0,0.0,1.0,604196.0
32.0,298,1,1,5,6,0.0,0.0,0.0,1.0,1120362.0
27.0,173,1,1,9,1,0.0,0.0,0.0,1.0,825482.0
20.0,71,1,1,10,3,0.0,0.0,0.0,1.0,360489.0
27.0,103,3,1,6,3,0.0,0.0,0.0,1.0,439562.0
26.0,206,1,2,5,1,1.0,0.0,0.0,0.0,687152.0
17.0,208,1,2,1,1,0.0,1.0,0.0,0.0,691128.0
29.0,126,3,1,9,1,0.0,0.0,0.0,1.0,624340.0
28.0,269,2,2,5,3,0.0,0.0,0.0,1.0,994181.0
1.0,243,1,1,1,7,0.0,0.0,1.0,0.0,898787.0
17.0,277,2,2,8,6,0.0,1.0,0.0,0.0,874239.0
12.0,190,1,2,10,5,0.0,1.0,0.0,0.0,736782.0
28.0,224,1,1,6,16,0.0,0.0,0.0,1.0,886198.0
29.0,95,4,1,7,5,1.0,0.0,0.0,0.0,339248.0
30.0,99,2,1,5,6,0.0,0.0,0.0,1.0,420845.0
29.0,167,2,1,8,2,1.0,0.0,0.0,0.0,601453.0
17.0,134,1,1,3,6,0.0,1.0,0.0,0.0,469017.0
10.0,137,3,1,4,6,1.0,0.0,0.0,0.0,550929.0
7.0,260,1,1,4,3,1.0,0.0,0.0,0.0,907573.0
11.0,126,2,1,8,6,0.0,0.0,0.0,1.0,562306.0
1.0,123,1,1,9,6,0.0,0.0,1.0,0.0,543133.0
32.0,157,1,2,7,6,0.0,0.0,0.0,1.0,650174.0
12.0,59,3,1,9,16,0.0,1.0,0.0,0.0,280692.0
28.0,147,2,1,1,4,0.0,0.0,0.0,1.0,592352.0
29.0,188,1,1,6,10,0.0,0.0,0.0,1.0,833644.0
13.0,110,1,1,3,6,0.0,1.0,0.0,0.0,446301.0
26.0,274,1,2,6,4,1.0,0.0,0.0,0.0,894074.0
15.0,159,2,1,11,6,0.0,1.0,0.0,0.0,610523.0
25.0,299,4,1,4,5,0.0,0.0,0.0,1.0,1196570.0
11.0,131,1,1,2,9,0.0,0.0,0.0,1.0,581779.0
26.0,255,2,2,9,5,1.0,0.0,0.0,0.0,905492.0
25.0,138,1,1,5,8,0.0,0.0,0.0,1.0,635804.0
10.0,168,1,2,6,1,1.0,0.0,0.0,0.0,678517.0
19.0,57,1,1,2,6,0.0,1.0,0.0,0.0,258601.0
12.0,139,1,1,3,5,0.0,1.0,0.0,0.0,559408.0
27.0,122,3,1,6,8,1.0,0.0,0.0,0.0,405492.0
10.0,293,2,2,9,10,1.0,0.0,0.0,0.0,999466.0
34.0,170,3,2,5,10,0.0,0.0,0.0,1.0,848302.0
9.0,118,1,1,10,5,0.0,1.0,0.0,0.0,481572.0
30.0,218,1,1,9,4,0.0,0.0,0.0,1.0,1100773.0
22.0,263,1,2,10,5,1.0,0.0,0.0,0.0,897887.0
31.0,71,1,1,4,3,0.0,0.0,0.0,1.0,353345.0
23.0,166,1,1,4,10,0.0,0.0,0.0,1.0,818167.0
21.0,192,4,1,1,6,0.0,0.0,0.0,1.0,957576.0
30.0,113,1,1,1,10,0.0,0.0,0.0,1.0,542923.0
29.0,59,1,1,11,1,1.0,0.0,0.0,0.0,217707.0
10.0,62,1,1,10,4,1.0,0.0,0.0,0.0,293280.0
22.0,246,1,1,3,4,1.0,0.0,0.0,0.0,712484.0
13.0,92,1,1,5,5,0.0,1.0,0.0,0.0,355182.0
10.0,207,1,2,5,16,1.0,0.0,0.0,0.0,781376.0
31.0,101,1,1,8,4,0.0,0.0,0.0,1.0,439670.0
19.0,167,1,1,4,2,0.0,1.0,0.0,0.0,689859.0
32.0,122,3,1,10,2,0.0,0.0,0.0,1.0,613191.0
16.0,198,3,2,10,1,0.0,1.0,0.0,0.0,842685.0
18.0,294,1,2,8,4,0.0,1.0,0.0,0.0,1098548.0
32.0,147,2,1,10,10,0.0,0.0,0.0,1.0,807449.0
17.0,101,2,1,11,8,0.0,1.0,0.0,0.0,380168.0
27.0,206,1,1,8,5,0.0,0.0,0.0,1.0,790741.0
10.0,282,1,2,10,5,1.0,0.0,0.0,0.0,1219882.0
27.0,297,1,2,3,5,1.0,0.0,0.0,0.0,1022397.0
32.0,267,2,2,7,3,0.0,0.0,0.0,1.0,1115757.0
32.0,275,1,2,5,16,0.0,0.0,0.0,1.0,1193137.0
6.0,63,2,1,11,6,0.0,1.0,0.0,0.0,230617.0
36.0,253,2,2,3,3,0.0,0.0,0.0,1.0,924683.0
22.0,277,1,2,7,4,1.0,0.0,0.0,0.0,895964.0
26.0,247,2,2,10,5,1.0,0.0,0.0,0.0,933345.0
26.0,263,2,2,1,3,1.0,0.0,0.0,0.0,949344.0
34.0,64,1,1,11,3,0.0,0.0,0.0,1.0,348793.0
17.0,246,1,1,9,3,0.0,1.0,0.0,0.0,941415.0
9.0,245,2,1,9,5,0.0,1.0,0.0,0.0,871745.0
16.0,230,1,1,9,3,0.0,1.0,0.0,0.0,936392.0
23.0,116,1,1,8,10,0.0,0.0,0.0,1.0,521119.0
29.0,263,3,1,7,7,1.0,0.0,0.0,0.0,830239.0
25.0,111,1,1,6,10,0.0,0.0,0.0,1.0,511255.0
21.0,202,1,1,11,6,0.0,0.0,0.0,1.0,798805.0
29.0,94,1,1,11,7,1.0,0.0,0.0,0.0,360399.0
2.0,225,3,1,4,5,1.0,0.0,0.0,0.0,758939.0
2.0,66,1,1,5,7,0.0,0.0,0.0,1.0,357183.0
33.0,155,2,1,11,5,0.0,0.0,0.0,1.0,704256.0
23.0,94,1,1,4,2,0.0,0.0,0.0,1.0,432000.0
3.0,80,2,1,6,5,1.0,0.0,0.0,0.0,338067.0
17.0,64,2,1,8,5,0.0,1.0,0.0,0.0,236846.0
28.0,258,1,1,2,9,0.0,0.0,0.0,1.0,1131902.0
14.0,93,2,1,5,3,0.0,1.0,0.0,0.0,330962.0
35.0,169,1,2,8,5,0.0,0.0,0.0,1.0,679199.0
11.0,287,3,1,2,1,0.0,0.0,0.0,1.0,1101498.0
17.0,128,3,1,3,5,0.0,1.0,0.0,0.0,493978.0
20.0,98,1,1,10,3,0.0,0.0,0.0,1.0,543314.0
17.0,83,1,1,4,8,0.0,1.0,0.0,0.0,329820.0
8.0,268,3,2,8,1,0.0,1.0,0.0,0.0,850636.0
23.0,270,1,1,6,9,0.0,0.0,0.0,1.0,1078104.0
27.0,103,1,1,3,5,0.0,0.0,0.0,1.0,494839.0
23.0,267,2,2,11,8,0.0,0.0,0.0,1.0,1091636.0
32.0,90,3,1,10,10,0.0,0.0,0.0,1.0,508452.0
27.0,129,1,1,8,4,0.0,0.0,0.0,1.0,603008.0
29.0,84,3,1,1,9,0.0,0.0,0.0,1.0,355065.0
25.0,71,2,1,5,6,0.0,0.0,0.0,1.0,351202.0
32.0,67,1,1,5,4,0.0,0.0,0.0,1.0,295698.0
7.0,266,1,1,5,8,1.0,0.0,0.0,0.0,991532.0
26.0,62,1,1,10,8,1.0,0.0,0.0,0.0,266531.0
32.0,147,1,1,5,6,0.0,0.0,0.0,1.0,721943.0
18.0,147,1,1,5,3,0.0,1.0,0.0,0.0,578134.0
29.0,228,1,2,2,16,0.0,0.0,0.0,1.0,1011506.0
9.0,90,1,1,9,6,0.0,1.0,0.0,0.0,402255.0
10.0,188,1,2,3,2,1.0,0.0,0.0,0.0,604284.0
29.0,191,2,1,4,6,0.0,0.0,0.0,1.0,948215.0
23.0,56,1,1,10,16,0.0,0.0,0.0,1.0,325311.0
9.0,124,1,1,5,7,0.0,1.0,0.0,0.0,448159.0
18.0,88,1,1,8,10,0.0,1.0,0.0,0.0,327996.0
22.0,101,1,1,8,3,1.0,0.0,0.0,0.0,394423.0
5.0,140,1,1,11,4,0.0,0.0,0.0,1.0,660600.0
19.0,116,1,1,7,16,0.0,1.0,0.0,0.0,481834.0
7.0,90,1,1,10,5,1.0,0.0,0.0,0.0,425987.0
24.0,288,1,2,10,16,0.0,0.0,0.0,1.0,1193088.0
8.0,119,2,1,7,5,0.0,1.0,0.0,0.0,385483.0
19.0,69,1,1,8,2,0.0,1.0,0.0,0.0,312197.0
26.0,137,2,1,6,5,1.0,0.0,0.0,0.0,460452.0
12.0,178,1,2,1,6,0.0,1.0,0.0,0.0,661077.0
27.0,241,3,1,11,1,0.0,0.0,0.0,1.0,900121.0
28.0,180,1,1,8,5,0.0,0.0,0.0,1.0,765175.0
13.0,61,3,1,11,6,0.0,1.0,0.0,0.0,238169.0
12.0,68,1,1,1,4,0.0,1.0,0.0,0.0,299918.0
17.0,68,1,1,11,6,0.0,1.0,0.0,0.0,283026.0
12.0,182,1,2,8,5,0.0,1.0,0.0,0.0,653079.0
12.0,108,1,1,7,3,0.0,1.0,0.0,0.0,420823.0
18.0,230,2,1,8,3,0.0,1.0,0.0,0.0,856801.0
9.0,208,1,2,9,4,0.0,1.0,0.0,0.0,729940.0
18.0,113,1,1,5,4,0.0,1.0,0.0,0.0,466297.0
16.0,194,1,2,2,1,0.0,1.0,0.0,0.0,772447.0
27.0,191,2,2,10,1,0.0,0.0,0.0,1.0,953015.0
10.0,174,1,2,4,6,1.0,0.0,0.0,0.0,673784.0
29.0,81,2,1,6,1,0.0,0.0,0.0,1.0,354947.0
19.0,198,1,1,7,6,0.0,1.0,0.0,0.0,705501.0
29.0,86,1,1,1,6,1.0,0.0,0.0,0.0,328326.0
9.0,149,3,1,11,8,0.0,1.0,0.0,0.0,623212.0
29.0,296,1,1,11,8,0.0,0.0,0.0,1.0,1108310.0
29.0,102,3,1,9,1,1.0,0.0,0.0,0.0,363971.0
33.0,158,1,2,5,6,0.0,0.0,0.0,1.0,764347.0
10.0,91,1,1,4,1,1.0,0.0,0.0,0.0,352288.0
16.0,234,1,2,4,3,0.0,1.0,0.0,0.0,714382.0
27.0,72,1,1,10,1,0.0,0.0,0.0,1.0,388136.0
12.0,72,1,1,9,7,0.0,1.0,0.0,0.0,319285.0
32.0,154,1,2,11,2,0.0,0.0,0.0,1.0,625080.0
10.0,285,2,1,10,2,1.0,0.0,0.0,0.0,1050221.0
18.0,209,1,2,9,3,0.0,1.0,0.0,0.0,810346.0
32.0,133,3,1,8,4,0.0,0.0,0.0,1.0,598992.0
16.0,276,1,2,9,8,0.0,1.0,0.0,0.0,949358.0
32.0,245,1,2,4,1,0.0,0.0,0.0,1.0,944691.0
32.0,161,2,2,3,3,0.0,0.0,0.0,1.0,725638.0
10.0,153,1,1,4,6,1.0,0.0,0.0,0.0,582166.0
10.0,158,2,2,7,1,1.0,0.0,0.0,0.0,629290.0
13.0,239,1,2,8,9,0.0,1.0,0.0,0.0,719675.0
1.0,138,1,1,5,6,0.0,0.0,1.0,0.0,539207.0
17.0,192,1,2,1,8,0.0,1.0,0.0,0.0,761293.0
23.0,169,3,2,9,5,0.0,0.0,0.0,1.0,829647.0
12.0,289,3,2,8,5,0.0,1.0,0.0,0.0,870361.0
28.0,294,1,1,6,2,0.0,0.0,0.0,1.0,1214328.0
21.0,72,3,1,3,7,0.0,0.0,0.0,1.0,346651.0
9.0,173,3,2,2,5,0.0,1.0,0.0,0.0,673597.0
20.0,294,1,1,9,10,0.0,0.0,0.0,1.0,1284835.0
19.0,214,1,1,8,16,0.0,1.0,0.0,0.0,624251.0
10.0,112,1,1,1,3,1.0,0.0,0.0,0.0,405114.0
29.0,73,1,1,4,16,1.0,0.0,0.0,0.0,280345.0
15.0,186,1,2,4,4,0.0,1.0,0.0,0.0,627312.0
19.0,199,4,1,4,1,0.0,1.0,0.0,0.0,611448.0
26.0,199,3,1,6,3,1.0,0.0,0.0,0.0,689479.0
27.0,287,1,1,1,7,0.0,0.0,0.0,1.0,1290548.0
32.0,119,1,1,7,16,0.0,0.0,0.0,1.0,581060.0
19.0,268,4,2,9,3,0.0,1.0,0.0,0.0,956263.0
32.0,175,1,1,9,7,0.0,0.0,0.0,1.0,908304.0
22.0,143,1,1,3,5,1.0,0.0,0.0,0.0,512137.0
29.0,85,2,1,11,5,1.0,0.0,0.0,0.0,323254.0
17.0,239,1,1,7,6,0.0,1.0,0.0,0.0,758612.0
2.0,246,1,1,5,2,1.0,0.0,0.0,0.0,890393.0
10.0,282,1,2,11,16,1.0,0.0,0.0,0.0,846613.0
21.0,149,1,1,9,10,0.0,0.0,0.0,1.0,693542.0
16.0,53,1,1,2,10,0.0,1.0,0.0,0.0,231191.0
25.0,199,1,2,2,7,0.0,0.0,0.0,1.0,870803.0
26.0,261,2,2,2,3,1.0,0.0,0.0,0.0,911054.0
19.0,150,2,1,8,3,0.0,1.0,0.0,0.0,578175.0
29.0,152,1,1,10,5,0.0,0.0,0.0,1.0,803002.0
29.0,59,2,1,9,6,0.0,0.0,0.0,1.0,326878.0
13.0,215,1,1,10,3,0.0,1.0,0.0,0.0,724910.0
27.0,174,2,1,11,8,1.0,0.0,0.0,0.0,561167.0
19.0,146,1,1,5,3,0.0,1.0,0.0,0.0,514582.0
12.0,69,1,1,1,5,0.0,1.0,0.0,0.0,288885.0
19.0,269,3,2,11,6,0.0,1.0,0.0,0.0,963609.0
10.0,151,3,1,2,1,1.0,0.0,0.0,0.0,579559.0
23.0,75,1,1,6,7,0.0,0.0,0.0,1.0,404072.0
37.0,155,1,2,2,10,0.0,0.0,0.0,1.0,738111.0
16.0,122,1,1,8,16,0.0,1.0,0.0,0.0,433813.0
30.0,205,3,1,5,1,0.0,0.0,0.0,1.0,812472.0
32.0,280,2,1,2,7,0.0,0.0,0.0,1.0,1148962.0
37.0,298,4,1,7,5,0.0,0.0,0.0,1.0,1204688.0
19.0,264,1,2,9,7,0.0,1.0,0.0,0.0,972084.0
10.0,54,1,1,2,2,1.0,0.0,0.0,0.0,246477.0
16.0,252,1,2,5,3,0.0,1.0,0.0,0.0,805412.0
10.0,152,1,2,9,9,1.0,0.0,0.0,0.0,603852.0
22.0,72,1,1,4,2,1.0,0.0,0.0,0.0,320933.0
18.0,62,2,1,5,7,0.0,1.0,0.0,0.0,268962.0
29.0,142,1,1,5,16,1.0,0.0,0.0,0.0,474213.0
27.0,153,1,2,10,1,0.0,0.0,0.0,1.0,773536.0
28.0,234,3,1,9,1,0.0,0.0,0.0,1.0,1092391.0
26.0,275,3,2,6,5,1.0,0.0,0.0,0.0,835563.0
29.0,63,1,1,2,7,1.0,0.0,0.0,0.0,286723.0
29.0,237,1,2,4,9,1.0,0.0,0.0,0.0,851159.0
7.0,68,1,1,6,5,1.0,0.0,0.0,0.0,295338.0
18.0,102,1,1,6,16,0.0,1.0,0.0,0.0,424423.0
18.0,251,1,2,10,16,0.0,1.0,0.0,0.0,985070.0
32.0,170,2,1,8,2,0.0,0.0,0.0,1.0,704105.0
29.0,124,3,1,10,3,0.0,0.0,0.0,1.0,582512.0
27.0,263,1,2,6,8,1.0,0.0,0.0,0.0,916844.0
30.0,274,1,2,1,10,0.0,0.0,0.0,1.0,1097909.0
16.0,91,1,1,2,5,0.0,1.0,0.0,0.0,368415.0
22.0,153,1,1,7,7,1.0,0.0,0.0,0.0,517935.0
32.0,254,1,2,1,6,0.0,0.0,0.0,1.0,977868.0
18.0,272,1,2,9,5,0.0,1.0,0.0,0.0,1125518.0
29.0,114,1,1,6,8,0.0,0.0,0.0,1.0,536354.0
29.0,140,1,1,10,7,0.0,0.0,0.0,1.0,761926.0
32.0,231,1,1,4,5,0.0,0.0,0.0,1.0,999701.0
10.0,60,1,1,11,1,1.0,0.0,0.0,0.0,253259.0
32.0,232,1,2,5,9,0.0,0.0,0.0,1.0,976582.0
13.0,250,2,2,7,5,0.0,1.0,0.0,0.0,906433.0
29.0,83,1,1,3,5,1.0,0.0,0.0,0.0,281385.0
19.0,69,1,1,7,3,0.0,1.0,0.0,0.0,294746.0
29.0,245,4,1,10,10,1.0,0.0,0.0,0.0,891613.0
17.0,285,3,1,9,10,0.0,1.0,0.0,0.0,1060964.0
29.0,192,2,2,6,8,1.0,0.0,0.0,0.0,768380.0
32.0,270,1,1,4,1,0.0,0.0,0.0,1.0,1081719.0
36.0,172,1,2,7,5,0.0,0.0,0.0,1.0,886513.0
20.0,98,1,1,8,4,0.0,0.0,0.0,1.0,451448.0
10.0,97,1,1,11,6,1.0,0.0,0.0,0.0,396556.0
18.0,200,1,1,4,5,0.0,1.0,0.0,0.0,713509.0
27.0,173,4,1,4,2,1.0,0.0,0.0,0.0,611278.0
18.0,115,3,1,3,1,0.0,1.0,0.0,0.0,374306.0
29.0,280,2,1,11,5,1.0,0.0,0.0,0.0,895725.0
17.0,138,1,1,6,3,0.0,1.0,0.0,0.0,448121.0
38.0,176,1,1,1,5,0.0,0.0,0.0,1.0,766825.0
12.0,178,2,1,7,1,0.0,1.0,0.0,0.0,580658.0
29.0,298,1,2,5,1,0.0,0.0,0.0,1.0,1122818.0
1.0,125,4,1,2,4,0.0,0.0,1.0,0.0,484226.0
32.0,238,4,2,3,9,0.0,0.0,0.0,1.0,1014810.0
38.0,122,1,1,5,6,0.0,0.0,0.0,1.0,540110.0
29.0,111,3,1,2,7,0.0,0.0,0.0,1.0,535629.0
10.0,226,3,1,3,16,1.0,0.0,0.0,0.0,673260.0
27.0,89,2,1,1,16,1.0,0.0,0.0,0.0,329538.0
29.0,97,1,1,5,16,0.0,0.0,0.0,1.0,477235.0
19.0,170,1,1,11,10,0.0,1.0,0.0,0.0,577511.0
24.0,59,2,1,11,5,0.0,0.0,0.0,1.0,284578.0
19.0,172,1,1,8,6,0.0,1.0,0.0,0.0,615116.0
27.0,56,1,1,1,3,1.0,0.0,0.0,0.0,212269.0
29.0,99,1,1,8,16,0.0,0.0,0.0,1.0,476613.0
17.0,61,4,1,2,4,0.0,1.0,0.0,0.0,261470.0
19.0,105,1,1,6,7,0.0,1.0,0.0,0.0,417060.0
10.0,157,3,1,10,9,1.0,0.0,0.0,0.0,634698.0
36.0,172,3,1,11,1,0.0,0.0,0.0,1.0,773504.0
29.0,247,1,1,1,10,1.0,0.0,0.0,0.0,767291.0
27.0,103,2,1,7,9,1.0,0.0,0.0,0.0,369915.0
29.0,214,1,1,7,10,0.0,0.0,0.0,1.0,887073.0
23.0,291,2,2,4,6,0.0,0.0,0.0,1.0,1195323.0
9.0,133,1,1,6,6,0.0,1.0,0.0,0.0,463362.0
13.0,92,1,1,8,3,0.0,1.0,0.0,0.0,304945.0
29.0,278,1,1,6,1,0.0,0.0,0.0,1.0,1094496.0
7.0,73,1,1,2,5,1.0,0.0,0.0,0.0,301686.0
18.0,175,1,2,7,3,0.0,1.0,0.0,0.0,683063.0
29.0,274,1,1,6,4,1.0,0.0,0.0,0.0,829936.0
27.0,203,2,2,7,9,0.0,0.0,0.0,1.0,744708.0
9.0,51,1,1,8,9,0.0,1.0,0.0,0.0,183174.0
18.0,51,1,1,1,8,0.0,1.0,0.0,0.0,228046.0
18.0,288,1,1,5,4,0.0,1.0,0.0,0.0,905115.0
29.0,137,4,1,8,8,0.0,0.0,0.0,1.0,640388.0
32.0,74,4,1,8,1,0.0,0.0,0.0,1.0,401938.0
34.0,281,3,1,1,2,0.0,0.0,0.0,1.0,1227878.0
10.0,202,2,2,6,4,1.0,0.0,0.0,0.0,762843.0
29.0,66,2,1,2,7,0.0,0.0,0.0,1.0,340937.0
32.0,272,4,2,3,6,0.0,0.0,0.0,1.0,987610.0
29.0,232,2,1,5,6,1.0,0.0,0.0,0.0,745860.0
36.0,124,1,1,11,8,0.0,0.0,0.0,1.0,542383.0
29.0,78,1,1,8,3,0.0,0.0,0.0,1.0,396538.0
18.0,145,1,1,8,4,0.0,1.0,0.0,0.0,467173.0
27.0,218,3,1,6,4,0.0,0.0,0.0,1.0,901818.0
38.0,192,1,2,1,1,0.0,0.0,0.0,1.0,846415.0
23.0,178,1,2,10,1,0.0,0.0,0.0,1.0,862322.0
9.0,269,2,1,9,8,0.0,1.0,0.0,0.0,1049024.0
29.0,230,3,2,7,8,1.0,0.0,0.0,0.0,751445.0
10.0,52,1,1,5,8,1.0,0.0,0.0,0.0,208686.0
32.0,297,1,2,11,2,0.0,0.0,0.0,1.0,1283011.0
20.0,235,1,1,9,6,0.0,0.0,0.0,1.0,1135066.0
27.0,123,1,1,4,8,0.0,0.0,0.0,1.0,496599.0
10.0,151,1,2,7,3,1.0,0.0,0.0,0.0,562712.0
32.0,54,1,1,5,5,0.0,0.0,0.0,1.0,287716.0
12.0,133,1,1,9,3,0.0,1.0,0.0,0.0,506680.0
33.0,187,4,2,1,2,0.0,0.0,0.0,1.0,769214.0
37.0,234,1,1,3,3,0.0,0.0,0.0,1.0,995397.0
36.0,258,1,2,3,2,0.0,0.0,0.0,1.0,1121346.0
23.0,133,2,1,11,10,0.0,0.0,0.0,1.0,643033.0
3.0,155,1,2,10,6,1.0,0.0,0.0,0.0,694210.0
19.0,205,2,1,5,9,0.0,1.0,0.0,0.0,681954.0
2.0,224,2,2,9,1,0.0,0.0,0.0,1.0,962904.0
38.0,192,1,2,11,2,0.0,0.0,0.0,1.0,936575.0
16.0,286,2,2,8,5,0.0,1.0,0.0,0.0,1076961.0
25.0,91,3,1,10,6,0.0,0.0,0.0,1.0,492042.0
29.0,243,3,1,11,16,1.0,0.0,0.0,0.0,869722.0
13.0,185,1,1,11,1,0.0,1.0,0.0,0.0,623423.0
30.0,219,1,1,1,5,0.0,0.0,0.0,1.0,933241.0
32.0,183,1,1,1,5,0.0,0.0,0.0,1.0,887598.0
10.0,89,1,1,5,1,1.0,0.0,0.0,0.0,277820.0
8.0,58,1,1,3,9,0.0,1.0,0.0,0.0,241432.0
29.0,136,1,1,5,3,1.0,0.0,0.0,0.0,530045.0
37.0,119,4,1,3,6,0.0,0.0,0.0,1.0,512382.0
22.0,71,1,1,7,5,1.0,0.0,0.0,0.0,292437.0
36.0,206,2,1,7,2,0.0,0.0,0.0,1.0,793805.0
16.0,223,1,2,9,9,0.0,1.0,0.0,0.0,748302.0
27.0,113,1,1,5,5,0.0,0.0,0.0,1.0,563924.0
29.0,51,2,1,6,4,1.0,0.0,0.0,0.0,231459.0
18.0,272,2,1,7,2,0.0,1.0,0.0,0.0,951394.0
26.0,281,1,2,4,9,1.0,0.0,0.0,0.0,1062069.0
7.0,52,2,1,6,6,1.0,0.0,0.0,0.0,198847.0
29.0,200,1,1,11,3,0.0,0.0,0.0,1.0,899468.0
27.0,239,1,2,9,10,1.0,0.0,0.0,0.0,915094.0
10.0,59,1,1,5,1,1.0,0.0,0.0,0.0,199098.0
9.0,84,1,1,6,8,0.0,1.0,0.0,0.0,278505.0
18.0,208,4,2,5,5,0.0,1.0,0.0,0.0,783623.0
37.0,251,1,1,8,1,0.0,0.0,0.0,1.0,918835.0
4.0,85,3,1,9,6,0.0,0.0,0.0,1.0,406305.0
12.0,119,1,1,5,6,0.0,1.0,0.0,0.0,397260.0
38.0,289,2,1,1,7,0.0,0.0,0.0,1.0,1253532.0
28.0,97,1,1,1,6,0.0,0.0,0.0,1.0,458879.0
17.0,143,1,1,4,5,0.0,1.0,0.0,0.0,479540.0
10.0,227,1,1,10,5,1.0,0.0,0.0,0.0,831298.0
29.0,247,1,1,8,1,0.0,0.0,0.0,1.0,925063.0
32.0,211,1,2,6,3,0.0,0.0,0.0,1.0,913272.0
9.0,178,2,1,3,4,0.0,1.0,0.0,0.0,640633.0
29.0,119,1,1,6,10,0.0,0.0,0.0,1.0,541489.0
17.0,232,1,1,8,5,0.0,1.0,0.0,0.0,810416.0
32.0,266,3,2,11,5,0.0,0.0,0.0,1.0,1092367.0
18.0,127,1,1,4,10,0.0,1.0,0.0,0.0,526389.0
29.0,112,1,1,5,5,1.0,0.0,0.0,0.0,441405.0
28.0,198,2,2,1,6,0.0,0.0,0.0,1.0,920532.0
29.0,237,2,1,8,3,0.0,0.0,0.0,1.0,903518.0
37.0,103,3,1,7,5,0.0,0.0,0.0,1.0,492194.0
27.0,244,1,2,8,10,0.0,0.0,0.0,1.0,904530.0
19.0,269,1,2,8,16,0.0,1.0,0.0,0.0,825942.0
29.0,89,3,1,8,4,0.0,0.0,0.0,1.0,429044.0
32.0,77,2,1,9,10,0.0,0.0,0.0,1.0,480102.0
19.0,160,1,1,5,3,0.0,1.0,0.0,0.0,643278.0
4.0,193,3,2,6,6,0.0,0.0,0.0,1.0,932594.0
27.0,171,1,2,3,9,1.0,0.0,0.0,0.0,587921.0
